,CITY,COUNTY,FACILITY_TYPE,SHELTER_TYPE,Risk_Capacity_Spaces,Evacuation_Zone,General_Pop,SPECIAL_NEEDS,Pet_Friendly,rsig_Longitude,rsig_Latitude,Longitude,Latitude,rsisn_Longitude,rsisn_Latitude
989,Miami,MIAMI-DADE,SHELTER,RISK,511,E,Yes, , ,-80.37808320, 25.75759670,,,,
990,Miami Gardens,MIAMI-DADE,SHELTER,RISK,217,D,Yes, , ,-80.19994800, 25.96685499,,,,
991,Miami,MIAMI-DADE,SHELTER,RISK,101,E,Yes, , ,-80.41218298, 25.74985699,,,,
992,Miami,MIAMI-DADE,SHELTER,RISK,101,E,Yes, , ,-80.41218298, 25.74985699,,,,
993,Miami,MIAMI-DADE,SHELTER,RISK,101,E,Yes, , ,-80.41218298, 25.74985699,,,,
994,Miami,MIAMI-DADE,SHELTER,RISK,312,No,Yes, , ,-80.38809599, 25.76873601,,,,
995,Hialeah,MIAMI-DADE,SHELTER,RISK,205,No,Yes, , ,-80.33225400, 25.87441199,,,,
996,Miami Gardens,MIAMI-DADE,SHELTER,RISK,276,No,Yes, , ,-80.25530283, 25.94069867,,,,
997,Miami,MIAMI-DADE,SHELTER,RISK,278,E,Yes, , ,-80.38155501, 25.75919099,,,,
998,Miami,MIAMI-DADE,SHELTER,RISK,717,E,Yes, , ,-80.26682603, 25.77394398,,,,
999,Miami Gardens,MIAMI-DADE,SHELTER,RISK,520,No,Yes, , ,-80.25530283, 25.94069867,,,,
1000,Miami,MIAMI-DADE,SHELTER,RISK,345,No,Yes, , ,-80.37661002, 25.81949401,,,,
1001,Miami,MIAMI-DADE,SHELTER,RISK,96,No,Yes, , ,-80.38809599, 25.76873601,,,,
1002,Miami,MIAMI-DADE,SHELTER,RISK,96,No,Yes, , ,-80.38809599, 25.76873601,,,,
1003,Miami,MIAMI-DADE,SHELTER,RISK,231,E,Yes, , ,-80.41218298, 25.74985699,,,,
1004,Miami,MIAMI-DADE,SHELTER,RISK,231,E,Yes, , ,-80.41218298, 25.74985699,,,,
1005,Miami,MIAMI-DADE,SHELTER,RISK,800,E,Yes, , ,-80.17528802, 25.92990798,,,,
1006,Miami Lakes,MIAMI-DADE,SHELTER,RISK,85,No,Yes, , ,-80.32829296, 25.91739401,,,,
1007,Doral,MIAMI-DADE,SHELTER,RISK,683,No,Yes, , ,-80.37145197, 25.85259100,,,,
1008,Miami,MIAMI-DADE,SHELTER,RISK,98,D,Yes, , ,-80.21543298, 25.87014899,,,,
1009,Hialeah,MIAMI-DADE,SHELTER,RISK,92,No,Yes, , ,-80.33225400, 25.87441199,,,,
1010,Miami Lakes,MIAMI-DADE,SHELTER,RISK,329,No,Yes, , ,-80.32829296, 25.91739401,,,,
1011,Miami,MIAMI-DADE,SHELTER,RISK,289,No,Yes, , ,-80.32276602, 25.93970601,,,,
1012,Miami Gardens,MIAMI-DADE,SHELTER,RISK,66,D,Yes, , ,-80.19994800, 25.96685499,,,,
1013,Miami,MIAMI-DADE,SHELTER,RISK,154,No,Yes, , ,-80.22699196, 25.95548800,,,,
1014,Miami Lakes,MIAMI-DADE,SHELTER,RISK,191,No,Yes, , ,-80.32829296, 25.91739401,,,,
1015,Miami,MIAMI-DADE,SHELTER,RISK,2251,E,Yes, , ,-80.23011497, 25.77674899,,,,
1016,Miami,MIAMI-DADE,SHELTER,RISK,801,No,Yes, , ,-80.21939603, 25.82778799,,,,
1017,Miami,MIAMI-DADE,SHELTER,RISK,232,No,Yes, , ,-80.30851896, 25.93960601,,,,
1018,Miami,MIAMI-DADE,SHELTER,RISK,489,No,Yes, , ,-80.21391803, 25.83898298,,,,
1019,Miami,MIAMI-DADE,SHELTER,RISK,83,No,Yes, , ,-80.33431804, 25.95071501,,,,
1020,North Miami,MIAMI-DADE,SHELTER,RISK,412,D,Yes, , ,-80.18395198, 25.89694300,,,,
1021,Miami Gardens,MIAMI-DADE,SHELTER,RISK,187,D,Yes, , ,-80.19994800, 25.96685499,,,,
1022,Miami Gardens,MIAMI-DADE,SHELTER,RISK,307,No,Yes, , ,-80.25530283, 25.94069867,,,,
1023,Miami Lakes,MIAMI-DADE,SHELTER,RISK,304,No,Yes, , ,-80.32829296, 25.91739401,,,,
1024,Miami Gardens,MIAMI-DADE,SHELTER,RISK,404,No,Yes, , ,-80.25530283, 25.94069867,,,,
1025,Miami,MIAMI-DADE,SHELTER,RISK,398,No,Yes, , ,-80.22710696, 25.83082102,,,,
1026,Miami Lakes,MIAMI-DADE,SHELTER,RISK,517,No,Yes, , ,-80.34576696, 25.90123198,,,,
1027,Miami,MIAMI-DADE,SHELTER,RISK,155,No,Yes, , ,-80.38809599, 25.76873601,,,,
1028,Miami Gardens,MIAMI-DADE,SHELTER,RISK,98,D,Yes, , ,-80.19994800, 25.96685499,,,,
1029,Miami,MIAMI-DADE,SHELTER,RISK,69,C,Yes, , ,-80.17333898, 25.97148302,,,,
1030,Miami Lakes,MIAMI-DADE,SHELTER,RISK,220,No,Yes, , ,-80.32829296, 25.91739401,,,,
1031,Miami Lakes,MIAMI-DADE,SHELTER,RISK,220,No,Yes, , ,-80.32829296, 25.91739401,,,,
1032,Miami Lakes,MIAMI-DADE,SHELTER,RISK,220,No,Yes, , ,-80.32829296, 25.91739401,,,,
1033,Miami,MIAMI-DADE,SHELTER,RISK,729,D,Yes, , ,-80.35960197, 25.62968900,,,,
1034,Miami,MIAMI-DADE,SHELTER,RISK,447,No,Yes, , ,-80.32276602, 25.93970601,,,,
1035,Miami,MIAMI-DADE,SHELTER,RISK,794,E,Yes, , ,-80.20480598, 25.78654701,,,,
1036,Miami,MIAMI-DADE,SHELTER,RISK,88,No,Yes, , ,-80.38809599, 25.76873601,,,,
1037,Miami,MIAMI-DADE,SHELTER,RISK,284,C,Yes, , ,-80.17333898, 25.97148302,,,,
1038,Miami,MIAMI-DADE,SHELTER,RISK,66,E,Yes, , ,-80.44200001, 25.67421601,,,,
1039,Miami,MIAMI-DADE,SHELTER,RISK,746,No,Yes, , ,-80.21391803, 25.83898298,,,,
1040,Miami Lakes,MIAMI-DADE,SHELTER,RISK,2532,No,Yes, , ,-80.34576696, 25.90123198,,,,
1041,Miami,MIAMI-DADE,SHELTER,RISK,271,E,Yes, , ,-80.20480598, 25.78654701,,,,
1042,Miami,MIAMI-DADE,SHELTER,RISK,1590,No,Yes, , ,-80.32276602, 25.93970601,,,,
1043,Miami Gardens,MIAMI-DADE,SHELTER,RISK,219,No,Yes, , ,-80.25262097, 25.94905698,,,,
1044,Miami Lakes,MIAMI-DADE,SHELTER,RISK,508,No,Yes, , ,-80.34576696, 25.90123198,,,,
1045,Miami Gardens,MIAMI-DADE,SHELTER,RISK,999,No,Yes, , ,-80.25530283, 25.94069867,,,,
1046,Doral,MIAMI-DADE,SHELTER,RISK,1023,No,Yes, , ,-80.37145197, 25.85259100,,,,
1047,Miami,MIAMI-DADE,SHELTER,RISK,58,No,Yes, , ,-80.38809599, 25.76873601,,,,
1048,Miami Gardens,MIAMI-DADE,SHELTER,RISK,280,D,Yes, , ,-80.19994800, 25.96685499,,,,
1049,North Miami,MIAMI-DADE,SHELTER,RISK,361,D,Yes, , ,-80.18382700, 25.90099201,,,,
1050,Miami,MIAMI-DADE,SHELTER,RISK,319,No,Yes, , ,-80.33431804, 25.95071501,,,,
1051,Miami,MIAMI-DADE,SHELTER,RISK,1546,C,Yes, , ,-80.17333898, 25.97148302,,,,
1052,Miami,MIAMI-DADE,SHELTER,RISK,2221,No,Yes, , ,-80.30851896, 25.93960601,,,,
1053,Miami,MIAMI-DADE,SHELTER,RISK,1353,No,Yes, , ,-80.30851896, 25.93960601,,,,
1054,Miami,MIAMI-DADE,SHELTER,RISK,911,E,Yes, , ,-80.22817900, 25.76279199,,,,
1055,Miami,MIAMI-DADE,SHELTER,RISK,227,E,Yes, , ,-80.35395198, 25.76995801,,,,
1056,Miami,MIAMI-DADE,SHELTER,RISK,227,E,Yes, , ,-80.35395198, 25.76995801,,,,
1057,Miami Gardens,MIAMI-DADE,SHELTER,RISK,102,No,Yes, , ,-80.25530283, 25.94069867,,,,
1058,Hialeah,MIAMI-DADE,SHELTER,RISK,204,No,Yes, , ,-80.33394203, 25.93461400,,,,
1059,Miami Lakes,MIAMI-DADE,SHELTER,RISK,181,No,Yes, , ,-80.32829296, 25.91739401,,,,
1060,Miami,MIAMI-DADE,SHELTER,RISK,246,E,Yes, , ,-80.44528304, 25.69339900,,,,
1061,Hialeah,MIAMI-DADE,SHELTER,RISK,100,No,Yes, , ,-80.33225400, 25.87441199,,,,
1062,Miami,MIAMI-DADE,SHELTER,RISK,2088,E,Yes, , ,-80.44200001, 25.67421601,,,,
1063,Doral,MIAMI-DADE,SHELTER,RISK,901,No,Yes, , ,-80.37145197, 25.85259100,,,,
1064,Miami,MIAMI-DADE,SHELTER,RISK,410,E,Yes, , ,-80.44528304, 25.69339900,,,,
1065,Miami Gardens,MIAMI-DADE,SHELTER,RISK,1131,No,Yes, , ,-80.25530283, 25.94069867,,,,
1066,Miami Lakes,MIAMI-DADE,SHELTER,RISK,308,No,Yes, , ,-80.32829296, 25.91739401,,,,
1067,Miami,MIAMI-DADE,SHELTER,RISK,392,No,Yes, , ,-80.33431804, 25.95071501,,,,
1068,Miami,MIAMI-DADE,SHELTER,RISK,557,D,Yes, , ,-80.39047897, 25.59998898,,,,
1069,Miami,MIAMI-DADE,SHELTER,RISK,122,No,Yes, , ,-80.22699196, 25.95548800,,,,
1070,Miami Gardens,MIAMI-DADE,SHELTER,RISK,605,No,Yes, , ,-80.25530283, 25.94069867,,,,
1071,Miami,MIAMI-DADE,SHELTER,RISK,52,C,Yes, , ,-80.17333898, 25.97148302,,,,
1072,Miami Lakes,MIAMI-DADE,SHELTER,RISK,332,No,Yes, , ,-80.34576696, 25.90123198,,,,
1073,Miami,MIAMI-DADE,SHELTER,RISK,322,No,Yes, , ,-80.33431804, 25.95071501,,,,
1074,Miami,MIAMI-DADE,SHELTER,RISK,92,E,Yes, , ,-80.35395198, 25.76995801,,,,
1075,Miami,MIAMI-DADE,SHELTER,RISK,92,E,Yes, , ,-80.41218298, 25.74985699,,,,
1076,Miami,MIAMI-DADE,SHELTER,RISK,334,E,Yes, , ,-80.38155501, 25.75919099,,,,
1077,Miami,MIAMI-DADE,SHELTER,RISK,330,No,Yes, , ,-80.38809599, 25.76873601,,,,
1078,Hialeah,MIAMI-DADE,SHELTER,RISK,200,No,Yes, , ,-80.33225400, 25.87441199,,,,
1079,Hialeah,MIAMI-DADE,SHELTER,RISK,200,No,Yes, , ,-80.33225400, 25.87441199,,,,
1080,Miami Lakes,MIAMI-DADE,SHELTER,RISK,350,No,Yes, , ,-80.34396201, 25.90372300,,,,
1081,Miami,MIAMI-DADE,SHELTER,RISK,619,D,Yes, , ,-80.39047897, 25.59998898,,,,
1082,Doral,MIAMI-DADE,SHELTER,RISK,704,No,Yes, , ,-80.37145197, 25.85259100,,,,
1083,Miami Lakes,MIAMI-DADE,SHELTER,RISK,189,No,Yes, , ,-80.32829296, 25.91739401,,,,
1084,Miami,MIAMI-DADE,SHELTER,RISK,106,No,Yes, , ,-80.37661002, 25.81949401,,,,
1085,Miami,MIAMI-DADE,SHELTER,RISK,544,E,Yes, , ,-80.37854459, 25.76189905,,,,
1086,Miami Gardens,MIAMI-DADE,SHELTER,RISK,132,D,Yes, , ,-80.19994800, 25.96685499,,,,
1087,Miami,MIAMI-DADE,SHELTER,RISK,99,E,Yes, , ,-80.35395198, 25.76995801,,,,
1088,Miami,MIAMI-DADE,SHELTER,RISK,99,E,Yes, , ,-80.35395198, 25.76995801,,,,
1089,Miami,MIAMI-DADE,SHELTER,RISK,99,E,Yes, , ,-80.35395198, 25.76995801,,,,
1090,Doral,MIAMI-DADE,SHELTER,RISK,679,No,Yes, , ,-80.37145197, 25.85259100,,,,
1091,Miami,MIAMI-DADE,SHELTER,RISK,46,No,Yes, , ,-80.38809599, 25.76873601,,,,
1092,Miami,MIAMI-DADE,SHELTER,RISK,46,No,Yes, , ,-80.22971096, 25.81632301,,,,
1093,Miami,MIAMI-DADE,SHELTER,RISK,519,D,Yes, , ,-80.39047897, 25.59998898,,,,
1094,Hialeah,MIAMI-DADE,SHELTER,RISK,406,No,Yes, , ,-80.33394203, 25.93461400,,,,
1095,Miami,MIAMI-DADE,SHELTER,RISK,265,No,Yes, , ,-80.37661002, 25.81949401,,,,
1096,Miami,MIAMI-DADE,SHELTER,RISK,3181,No,Yes, , ,-80.30851896, 25.93960601,,,,
1097,Miami,MIAMI-DADE,SHELTER,RISK,305,E,Yes, , ,-80.38155501, 25.75919099,,,,
1098,Miami,MIAMI-DADE,SHELTER,RISK,2109,E,Yes, ,Yes,-80.37172697, 25.74797198,-80.37172697, 25.74797198,,
1099,Miami,MIAMI-DADE,SHELTER,RISK,190,E,Yes, , ,-80.41218298, 25.74985699,,,,
1100,Miami Gardens,MIAMI-DADE,SHELTER,RISK,485,No,Yes, , ,-80.25530283, 25.94069867,,,,
1101,Miami,MIAMI-DADE,SHELTER,RISK,1029,C,Yes, , ,-80.17333898, 25.97148302,,,,
1102,Miami Lakes,MIAMI-DADE,SHELTER,RISK,536,No,Yes, , ,-80.34576696, 25.90123198,,,,
1103,Miami,MIAMI-DADE,SHELTER,RISK,1328,E,Yes, , ,-80.23011497, 25.77674899,,,,
1104,Miami,MIAMI-DADE,SHELTER,RISK,268,No,Yes, , ,-80.23131702, 25.82581698,,,,
1105,Miami,MIAMI-DADE,SHELTER,RISK,466,No,Yes, , ,-80.33431804, 25.95071501,,,,
1106,Miami Gardens,MIAMI-DADE,SHELTER,RISK,276,D,Yes, , ,-80.19994800, 25.96685499,,,,
1107,Miami Gardens,MIAMI-DADE,SHELTER,RISK,276,D,Yes, , ,-80.19994800, 25.96685499,,,,
1108,Miami,MIAMI-DADE,SHELTER,RISK,183,C,Yes, ,Yes,-80.17333898, 25.97148302,-80.17333898, 25.97148302,,
1109,Miami,MIAMI-DADE,SHELTER,RISK,770,No,Yes, , ,-80.32276602, 25.93970601,,,,
1110,Hialeah,MIAMI-DADE,SHELTER,RISK,817,No,Yes, , ,-80.31675200, 25.89030802,,,,
1111,North Miami,MIAMI-DADE,SHELTER,RISK,492,D,Yes, , ,-80.18382700, 25.90099201,,,,
1112,Miami,MIAMI-DADE,SHELTER,RISK,869,D,Yes, , ,-80.39047897, 25.59998898,,,,
1113,Hialeah,MIAMI-DADE,SHELTER,RISK,399,No,Yes, , ,-80.33225400, 25.87441199,,,,
1114,Miami,MIAMI-DADE,SHELTER,RISK,33,No,Yes, , ,-80.33431804, 25.95071501,,,,
1115,Hialeah,MIAMI-DADE,SHELTER,RISK,126,No,Yes, , ,-80.33394203, 25.93461400,,,,
1116,Miami Gardens,MIAMI-DADE,SHELTER,RISK,1129,No,Yes, , ,-80.25530283, 25.94069867,,,,
1117,Hialeah,MIAMI-DADE,SHELTER,RISK,101,No,Yes, , ,-80.33225400, 25.87441199,,,,
1118,Miami,MIAMI-DADE,SHELTER,RISK,417,C,Yes, , ,-80.17333898, 25.97148302,,,,
1119,Miami Lakes,MIAMI-DADE,SHELTER,RISK,955,No,Yes, , ,-80.32829296, 25.91739401,,,,
1120,Miami Gardens,MIAMI-DADE,SHELTER,RISK,337,No,Yes, , ,-80.25530283, 25.94069867,,,,
1121,Miami Lakes,MIAMI-DADE,SHELTER,RISK,466,No,Yes, , ,-80.34576696, 25.90123198,,,,
1122,Miami,MIAMI-DADE,SHELTER,RISK,494,E,Yes, , ,-80.44528304, 25.69339900,,,,
1123,Miami,MIAMI-DADE,SHELTER,RISK,1567,No,Yes, , ,-80.30851896, 25.93960601,,,,
1124,Miami,MIAMI-DADE,SHELTER,RISK,1197,C,Yes, , ,-80.17333898, 25.97148302,,,,
1125,Miami,MIAMI-DADE,SHELTER,RISK,294,No,Yes, , ,-80.38809599, 25.76873601,,,,
1126,Doral,MIAMI-DADE,SHELTER,RISK,1258,No,Yes, , ,-80.37145197, 25.85259100,,,,
1127,Callahan,NASSAU,SHELTER,RISK,398,No,Yes, ,Yes,-81.83945304, 30.57014400,-81.83945304, 30.57014400,,
1128,Yulee,NASSAU,SHELTER,RISK,674,No,Yes, , ,-81.57627796, 30.61186199,,,,
1129,Yulee,NASSAU,SHELTER,RISK,124,No,Yes, , ,-81.57627796, 30.61186199,,,,
1130,Yulee,NASSAU,SHELTER,RISK,293,No,Yes, , ,-81.58583802, 30.63137502,,,,
1131,Callahan,NASSAU,SHELTER,RISK,285,No,Yes, , ,-81.88305704, 30.55194601,,,,
1132,Yulee,NASSAU,SHELTER,RISK,313,No,Yes, , ,-81.57627796, 30.61186199,,,,
1133,Yulee,NASSAU,SHELTER,RISK,460,No,Yes, , ,-81.57973700, 30.60949599,,,,
1134,Yulee,NASSAU,SHELTER,RISK,775,No,Yes, , ,-81.57973700, 30.60949599,,,,
1135,Yulee,NASSAU,SHELTER,RISK,267,No,Yes, , ,-81.57627796, 30.61186199,,,,
1136,Crestview,OKALOOSA,SHELTER,RISK,407,No,Yes, , ,-86.53850001, 30.73661601,,,,
1137,Baker,OKALOOSA,SHELTER,RISK,51,No,Yes, , ,-86.67860402, 30.79362402,,,,
1138,Fort Walton Beach,OKALOOSA,SHELTER,RISK,350,No,Yes, , ,-86.60793603, 30.45880701,,,,
1139,Crestview,OKALOOSA,SHELTER,RISK,508,No,Yes, , ,-86.53639498, 30.73667100,,,,
1140,Crestview,OKALOOSA,SHELTER,RISK,406,No,Yes, , ,-86.53850001, 30.73661601,,,,
1141,Crestview,OKALOOSA,SHELTER,RISK,304,No,Yes, , ,-86.55814564, 30.79206521,,,,
1142,Crestview,OKALOOSA,SHELTER,RISK,270,No,Yes, , ,-86.53639498, 30.73667100,,,,
1143,Crestview,OKALOOSA,SHELTER,RISK,270,No,Yes, , ,-86.53639498, 30.73667100,,,,
1144,Crestview,OKALOOSA,SHELTER,RISK,270,No,Yes, , ,-86.53639498, 30.73667100,,,,
1145,Crestview,OKALOOSA,SHELTER,RISK,298,No,Yes, , ,-86.53639498, 30.73667100,,,,
1146,Baker,OKALOOSA,SHELTER,RISK,56,No,Yes, , ,-86.67860402, 30.79362402,,,,
1147,Crestview,OKALOOSA,SHELTER,RISK,2305,No,Yes, ,Yes,-86.56203002, 30.79409801,-86.56203002, 30.79409801,,
1148,Crestview,OKALOOSA,SHELTER,RISK,343,No,Yes, , ,-86.53639498, 30.73667100,,,,
1149,Baker,OKALOOSA,SHELTER,RISK,228,No,Yes, , ,-86.67860402, 30.79362402,,,,
1150,Crestview,OKALOOSA,SHELTER,RISK,628,No,Yes, , ,-86.53850001, 30.73661601,,,,
1151,Fort Walton Beach,OKALOOSA,SHELTER,RISK,326,No,Yes, , ,-86.61861298, 30.45029301,,,,
1152,Baker,OKALOOSA,SHELTER,RISK,303,No,Yes, , ,-86.67860402, 30.79362402,,,,
1153,Crestview,OKALOOSA,SHELTER,RISK,369,No,Yes, , ,-86.53850001, 30.73661601,,,,
1154,Crestview,OKALOOSA,SHELTER,RISK,1303,No,Yes, ,Yes,-86.61156204, 30.71498898,-86.61156204, 30.71498898,,
1155,Crestview,OKALOOSA,SHELTER,RISK,930,No,Yes, , ,-86.53850001, 30.73661601,,,,
1156,Laurel Hill,OKALOOSA,SHELTER,RISK,115,No,Yes, , ,-86.46218797, 30.95860699,,,,
1157,Okeechobee,OKEECHOBEE,SHELTER,RISK,839,No,Yes, , ,-80.83898439, 27.27442560,,,,
1158,Okeechobee,OKEECHOBEE,SHELTER,RISK,557,No,Yes, , ,-80.83769798, 27.21803562,,,,
1159,Okeechobee,OKEECHOBEE,SHELTER,RISK,131,No,Yes, , ,-80.83768125, 27.21803562,,,,
1160,Okeechobee,OKEECHOBEE,SHELTER,RISK,85,No,Yes, , ,-80.83669787, 27.21992759,,,,
1161,Okeechobee,OKEECHOBEE,SHELTER,RISK,37,No,Yes, , ,-80.83669787, 27.21992759,,,,
1162,Okeechobee,OKEECHOBEE,SHELTER,RISK,144,No,Yes, , ,-80.83876000, 27.21991000,,,,
1163,Okeechobee,OKEECHOBEE,SHELTER,RISK,222,No,Yes, , ,-80.83669787, 27.21992759,,,,
1164,Orlando,ORANGE,SHELTER,RISK,444,No,Yes, , ,-81.15177002, 28.50014801,,,,
1165,Orlando,ORANGE,SHELTER,RISK,1178,No,Yes, ,Yes,-81.21355770, 28.57987205,-81.21355770, 28.57987205,,
1166,Winter Garden,ORANGE,SHELTER,RISK,394,No,Yes, , ,-81.56790896, 28.54056002,,,,
1167,Apopka,ORANGE,SHELTER,RISK,374,No,Yes, , ,-81.52204403, 28.69227100,,,,
1168,Ocoee,ORANGE,SHELTER,RISK,943,No,Yes, ,Yes,-81.55753502, 28.60022501,-81.55753502, 28.60022501,,
1169,Orlando,ORANGE,SHELTER,RISK,58,No,Yes, , ,-81.41213800, 28.41527500,,,,
1170,Orlando,ORANGE,SHELTER,RISK,58,No,Yes, , ,-81.14989820, 28.53166213,,,,
1171,Orlando,ORANGE,SHELTER,RISK,598,No,Yes, , ,-81.34502703, 28.39431999,,,,
1172,Orlando,ORANGE,SHELTER,RISK,579,No,Yes, , ,-81.24576602, 28.36711200,,,,
1173,Orlando,ORANGE,SHELTER,RISK,430,No,Yes, , ,-81.21884896, 28.54493399,,,,
1174,Orlando,ORANGE,SHELTER,RISK,580,No,Yes, , ,-81.28366597, 28.55436699,,,,
1175,Orlando,ORANGE,SHELTER,RISK,310,No,Yes, , ,-81.33184699, 28.56648701,,,,
1176,Orlando,ORANGE,SHELTER,RISK,558,No,Yes, , ,-81.40857804, 28.51150801,,,,
1177,Apopka,ORANGE,SHELTER,RISK,645,No,Yes, ,Yes,-81.52204403, 28.69227100,-81.52204403, 28.69227100,,
1178,Orlando,ORANGE,SHELTER,RISK,324,No,Yes, , ,-81.24962103, 28.57178898,,,,
1179,Winter Garden,ORANGE,SHELTER,RISK,1130, ,Yes, , ,-81.56707027, 28.58047465,,,,
1180,Orlando,ORANGE,SHELTER,RISK,527,No,Yes, , ,-81.47070202, 28.56037798,,,,
1181,Orlando,ORANGE,SHELTER,RISK,188,No,Yes, , ,-81.33624498, 28.57777399,,,,
1182,Orlando,ORANGE,SHELTER,RISK,396,No,Yes, , ,-81.32848501, 28.50127002,,,,
1183,Orlando,ORANGE,SHELTER,RISK,263,No,Yes, , ,-81.21559796, 28.57782701,,,,
1184,Orlando,ORANGE,SHELTER,RISK,164,No,Yes, , ,-81.41213800, 28.41527500,,,,
1185,Orlando,ORANGE,SHELTER,RISK,164,No,Yes, , ,-81.14989820, 28.53166213,,,,
1186,Orlando,ORANGE,SHELTER,RISK,415,No,Yes, , ,-81.42079660, 28.61957370,,,,
1187,Orlando,ORANGE,SHELTER,RISK,576,No,Yes, , ,-81.45152000, 28.57878000,,,,
1188,Orlando,ORANGE,SHELTER,RISK,600,No,Yes, , ,-81.41742204, 28.41505799,,,,
1189,Apopka,ORANGE,SHELTER,RISK,963,No,Yes, , ,-81.47342002, 28.63837800,,,,
1190,Orlando,ORANGE,SHELTER,RISK,384,No,Yes, , ,-81.39137100, 28.58019402,,,,
1191,Orlando,ORANGE,SHELTER,RISK,384,No,Yes, , ,-81.14989820, 28.53166213,,,,
1192,Orlando,ORANGE,SHELTER,RISK,660,No,Yes, , ,-81.33624498, 28.57777399,,,,
1193,Orlando,ORANGE,SHELTER,RISK,602,No,Yes, , ,-81.25731503, 28.47501400,,,,
1194,Apopka,ORANGE,SHELTER,RISK,559,No,Yes, , ,-81.54089401, 28.73009899,,,,
1195,Ocoee,ORANGE,SHELTER,RISK,142,No,Yes, , ,-81.54342098, 28.56672501,,,,
1196,Orlando,ORANGE,SHELTER,RISK,606,No,Yes, , ,-81.36493397, 28.51495201,,,,
1197,Orlando,ORANGE,SHELTER,RISK,606,No,Yes, , ,-81.36493397, 28.51495201,,,,
1198,Orlando,ORANGE,SHELTER,RISK,1130, ,Yes, , ,-81.34386203, 28.37364200,,,,
1199,Orlando,ORANGE,SHELTER,RISK,1130, ,Yes, , ,-81.49101699, 28.58168600,,,,
1200,Orlando,ORANGE,SHELTER,RISK,1130, ,Yes, , ,-81.25862797, 28.49691000,,,,
1201,Orlando,ORANGE,SHELTER,RISK,458,No,Yes, , ,-81.24547299, 28.38071000,,,,
1202,Winter Garden,ORANGE,SHELTER,RISK,93,No,Yes, , ,-81.56952387, 28.54347909,,,,
1203,Orlando,ORANGE,SHELTER,RISK,710,No,Yes, ,Yes,-81.47829100, 28.47276899,-81.47829100, 28.47276899,,
1204,Apopka,ORANGE,SHELTER,RISK,454,No,Yes, , ,-81.54089401, 28.73009899,,,,
1205,Apopka,ORANGE,SHELTER,RISK,468,No,Yes, , ,-81.47342002, 28.63837800,,,,
1206,Orlando,ORANGE,SHELTER,RISK,737,No,Yes, ,Yes,-81.39137100, 28.58019402,-81.39137100, 28.58019402,,
1207,Orlando,ORANGE,SHELTER,RISK,759,No,Yes, ,Yes,-81.38599401, 28.47005200,-81.38599401, 28.47005200,,
1208,Orlando,ORANGE,SHELTER,RISK,462,No,Yes, , ,-81.45152000, 28.57878000,,,,
1209,Orlando,ORANGE,SHELTER,RISK,756,No,Yes, ,Yes,-81.44907101, 28.58116799,-81.44907101, 28.58116799,,
1210,Winter Garden,ORANGE,SHELTER,RISK,604,No,Yes, , ,-81.58512000, 28.56092500,,,,
1211,Orlando,ORANGE,SHELTER,RISK,451,No,Yes, , ,-81.41742204, 28.41505799,,,,
1212,Ocoee,ORANGE,SHELTER,RISK,307,No,Yes, , ,-81.54342098, 28.56672501,,,,
1213,Winter Garden,ORANGE,SHELTER,RISK,613,No,Yes, , ,-81.61376602, 28.48017398,,,,
1214,Orlando,ORANGE,SHELTER,RISK,596,No,Yes, , ,-81.44907101, 28.58116799,,,,
1215,Orlando,ORANGE,SHELTER,RISK,603,No,Yes, , ,-81.21884896, 28.54493399,,,,
1216,Winter Garden,ORANGE,SHELTER,RISK,906,No,Yes, ,Yes,-81.56790896, 28.54056002,-81.56790896, 28.54056002,,
1217,Winter Garden,ORANGE,SHELTER,RISK,448,No,Yes, , ,-81.61376602, 28.48017398,,,,
1218,Orlando,ORANGE,SHELTER,RISK,470,No,Yes, , ,-81.34502703, 28.39431999,,,,
1219,Orlando,ORANGE,SHELTER,RISK,615,No,Yes, , ,-81.15177002, 28.50014801,,,,
1220,Orlando,ORANGE,SHELTER,RISK,485,No,Yes, , ,-81.30378799, 28.53115200,,,,
1221,Orlando,ORANGE,SHELTER,RISK,605,No,Yes, , ,-81.38599401, 28.47005200,,,,
1222,Winter Garden,ORANGE,SHELTER,RISK,283,No,Yes, , ,-81.56939855, 28.54096358,,,,
1223,Ocoee,ORANGE,SHELTER,RISK,419,No,Yes, , ,-81.55753502, 28.60022501,,,,
1224,Orlando,ORANGE,SHELTER,RISK,413,No,Yes, , ,-81.37768301, 28.46154000,,,,
1225,Orlando,ORANGE,SHELTER,RISK,959,No,Yes, ,Yes,-81.14989820, 28.53166213,-81.14989820, 28.53166213,,
1226,Winter Park,ORANGE,SHELTER,RISK,1130, ,Yes, , ,-81.28408901, 28.61001700,,,,
1227,Orlando,ORANGE,SHELTER,RISK,950,No,Yes, ,Yes,-81.24547299, 28.38071000,-81.24547299, 28.38071000,,
1228,Kissimmee,OSCEOLA,SHELTER,RISK,347,No,Yes, , ,-81.44048199, 28.31674301,,,,
1229,Kissimmee,OSCEOLA,SHELTER,RISK,2461,No,Yes, , ,-81.32948003, 28.28060598,,,,
1230,Kissimmee,OSCEOLA,SHELTER,RISK,296,No,Yes, , ,-81.56893700, 28.29838999,,,,
1231,St. Cloud,OSCEOLA,SHELTER,RISK,722,No,Yes, , ,-81.15285698, 28.18822102,,,,
