,CITY,COUNTY,FACILITY_TYPE,SHELTER_TYPE,Risk_Capacity_Spaces,Evacuation_Zone,General_Pop,SPECIAL_NEEDS,Pet_Friendly,rsig_Longitude,rsig_Latitude,Longitude,Latitude,rsisn_Longitude,rsisn_Latitude
1474,Clearwater,PINELLAS,SHELTER,RISK,374,No,Yes, , ,-82.71751800, 28.01665201,,,,
1475,Palm Harbor,PINELLAS,SHELTER,RISK,586,No,Yes, , ,-82.76261197, 28.08565599,,,,
1476,St. Petersburg,PINELLAS,SHELTER,RISK,526,No,Yes, , ,-82.68245700, 27.80794501,,,,
1477,Dunedin,PINELLAS,SHELTER,RISK,315,D,Yes, , ,-82.77711199, 27.99811501,,,,
1478,Largo,PINELLAS,SHELTER,RISK,129,No,Yes, , ,-82.80354260, 27.89945503,,,,
1479,St. Petersburg,PINELLAS,SHELTER,RISK,114,No,Yes, , ,-82.68245700, 27.80794501,,,,
1480,St. Petersburg,PINELLAS,SHELTER,RISK,799,No,Yes, ,Yes,-82.67929262, 27.76133567,-82.67929262, 27.76133567,,
1481,Seminole,PINELLAS,SHELTER,RISK,876,No,Yes, , ,-82.81471472, 27.85104485,,,,
1482,St. Petersburg,PINELLAS,SHELTER,RISK,242,No,Yes, , ,-82.68245700, 27.80794501,,,,
1483,St. Petersburg,PINELLAS,SHELTER,RISK,488,No,Yes, , ,-82.68246798, 27.75836199,,,,
1484,Clearwater,PINELLAS,SHELTER,RISK,303,No,Yes, , ,-82.79364202, 27.94506800,,,,
1485,Clearwater,PINELLAS,SHELTER,RISK,273,No,Yes, , ,-82.71188603, 27.99572198,,,,
1486,Clearwater,PINELLAS,SHELTER,RISK,100,No,Yes, , ,-82.71164497, 28.02336499,,,,
1487,Palm Harbor,PINELLAS,SHELTER,RISK,327,No,Yes, , ,-82.76261197, 28.08565599,,,,
1488,St. Petersburg,PINELLAS,SHELTER,RISK,1373,No,Yes, ,Yes,-82.67954501, 27.76163099,-82.67954501, 27.76163099,,
1489,Palm Harbor,PINELLAS,SHELTER,RISK,507,No,Yes, , ,-82.75251999, 28.06661901,,,,
1490,St. Petersburg,PINELLAS,SHELTER,RISK,394,No,Yes, ,Yes,-82.67954528, 27.76161242,-82.67954528, 27.76161242,,
1491,St Petersburg,PINELLAS,SHELTER,RISK,269,No,Yes, , ,-82.66825101, 27.77919999,,,,
1492,Palm Harbor,PINELLAS,SHELTER,RISK,168,No,Yes, , ,-82.76261197, 28.08565599,,,,
1493,Clearwater,PINELLAS,SHELTER,RISK,292,No,Yes, , ,-82.72074302, 27.96984998,,,,
1494,Clearwater,PINELLAS,SHELTER,RISK,577,No,Yes, , ,-82.78881899, 27.95084100,,,,
1495,St. Petersburg,PINELLAS,SHELTER,RISK,512,No,Yes, , ,-82.65995603, 27.82213000,,,,
1496,St. Petersburg,PINELLAS,SHELTER,RISK,483,No,Yes, , ,-82.68245700, 27.80794501,,,,
1497,Dunedin,PINELLAS,SHELTER,RISK,575,D,Yes, , ,-82.77711199, 27.99811501,,,,
1498,Largo,PINELLAS,SHELTER,RISK,1124,No,Yes, ,Yes,-82.78548098, 27.91986500,-82.78548098, 27.91986500,,
1499,Clearwater,PINELLAS,SHELTER,RISK,226,No,Yes, , ,-82.71188603, 27.99572198,,,,
1500,Palm Harbor,PINELLAS,SHELTER,RISK,582,No,Yes, , ,-82.76261197, 28.08565599,,,,
1501,St. Petersburg,PINELLAS,SHELTER,RISK,2060,No,Yes, ,Yes,-82.67833998, 27.76156002,-82.67833998, 27.76156002,,
1502,Palm Harbor,PINELLAS,SHELTER,RISK,364,No,Yes, , ,-82.76261197, 28.08565599,,,,
1503,Palm Harbor,PINELLAS,SHELTER,RISK,502,No,Yes, ,Yes,-82.76261197, 28.08565599,-82.76261197, 28.08565599,,
1504,Dunedin,PINELLAS,SHELTER,RISK,200,D,Yes, , ,-82.77711199, 27.99811501,,,,
1505,St. Petersburg,PINELLAS,SHELTER,RISK,591,No,Yes, , ,-82.65279797, 27.74808699,,,,
1506,St. Petersburg,PINELLAS,SHELTER,RISK,31,No,Yes, , ,-82.67296298, 27.81669999,,,,
1507,Palm Harbor,PINELLAS,SHELTER,RISK,305,No,Yes, , ,-82.76261197, 28.08565599,,,,
1508,Poinciana,POLK,SHELTER,RISK,604,No,Yes, , ,-81.51146297, 28.06678200,,,,
1509,Lakeland,POLK,SHELTER,RISK,660,No,Yes, , ,-81.92076999, 27.95758801,,,,
1510,Lakeland,POLK,SHELTER,RISK,383,No,Yes, , ,-82.01048896, 27.96641801,,,,
1511,Davenport,POLK,SHELTER,RISK,251,No,Yes, , ,-81.62941897, 28.16642899,,,,
1512,Bartow,POLK,SHELTER,RISK,304,No,Yes, , ,-81.82821995, 27.88457004,,,,
1513,Davenport,POLK,SHELTER,RISK,367,No,Yes, , ,-81.63157232, 28.15030699,,,,
1514,Davenport,POLK,SHELTER,RISK,367,No,Yes, , ,-81.62941897, 28.16642899,,,,
1515,Winter Haven,POLK,SHELTER,RISK,101,No,Yes, , ,-81.71729300, 28.04679698,,,,
1516,Haines City,POLK,SHELTER,RISK,257,No,Yes, ,Yes,-81.62389203, 28.08592299,-81.62389203, 28.08592299,,
1517,Poinciana,POLK,SHELTER,RISK,252,No,Yes, , ,-81.48960070, 28.07554405,,,,
1518,Lakeland,POLK,SHELTER,RISK,420,No,Yes, , ,-81.99570404, 28.09463200,,,,
1519,Lakeland,POLK,SHELTER,RISK,420,No,Yes, , ,-81.95141397, 27.97581098,,,,
1520,Lakeland,POLK,SHELTER,RISK,255,No,Yes, , ,-81.98749798, 28.12635302,,,,
1521,Auburndale,POLK,SHELTER,RISK,437,No,Yes, , ,-81.78848373, 28.07025308,,,,
1522,Poinciana,POLK,SHELTER,RISK,600,No,Yes, , ,-81.51146297, 28.06678200,,,,
1523,Lakeland,POLK,SHELTER,RISK,367,No,Yes, , ,-81.92238099, 27.98268502,,,,
1524,Lakeland,POLK,SHELTER,RISK,367,No,Yes, , ,-81.92238099, 27.98268502,,,,
1525,Eagle Lake,POLK,SHELTER,RISK,556,No,Yes, , ,-81.74941497, 27.98022300,,,,
1526,Auburndale,POLK,SHELTER,RISK,60,No,Yes, , ,-81.78848373, 28.07025308,,,,
1527,Lakeland,POLK,SHELTER,RISK,249,No,Yes, , ,-81.98749798, 28.12635302,,,,
1528,Lakeland,POLK,SHELTER,RISK,844,No,Yes, , ,-81.85990002, 28.07233999,,,,
1529,Davenport,POLK,SHELTER,RISK,256,No,Yes, , ,-81.56924300, 28.22032561,,,,
1530,Lakeland,POLK,SHELTER,RISK,387,No,Yes, , ,-82.01745251, 28.12629500,,,,
1531,Davenport,POLK,SHELTER,RISK,696,No,Yes, , ,-81.63157232, 28.15030699,,,,
1532,Lakeland,POLK,SHELTER,RISK,250,No,Yes, , ,-81.99570404, 28.09463200,,,,
1533,Davenport,POLK,SHELTER,RISK,223,No,Yes, , ,-81.64692701, 28.24615401,,,,
1534,Lakeland,POLK,SHELTER,RISK,352,No,Yes, , ,-81.99570404, 28.09463200,,,,
1535,Lakeland,POLK,SHELTER,RISK,352,No,Yes, , ,-81.96060699, 28.06416600,,,,
1536,Eagle Lake,POLK,SHELTER,RISK,840,No,Yes, , ,-81.74941497, 27.98022300,,,,
1537,Haines City,POLK,SHELTER,RISK,302,No,Yes, , ,-81.56105902, 28.04261500,,,,
1538,Lakeland,POLK,SHELTER,RISK,315,No,Yes, , ,-81.94019698, 28.03963301,,,,
1539,Lakeland,POLK,SHELTER,RISK,315,No,Yes, , ,-81.95532497, 28.13439701,,,,
1540,Lakeland,POLK,SHELTER,RISK,253,No,Yes, , ,-81.92238099, 27.98268502,,,,
1541,Lakeland,POLK,SHELTER,RISK,211,No,Yes, , ,-82.01048896, 27.96641801,,,,
1542,Lakeland,POLK,SHELTER,RISK,534,No,Yes, , ,-81.85990002, 28.07233999,,,,
1543,Lakeland,POLK,SHELTER,RISK,2371,No,Yes, , ,-81.95639321, 28.12941792,,,,
1544,Winter Haven,POLK,SHELTER,RISK,233,No,Yes, , ,-81.67715602, 27.95657155,,,,
1545,Auburndale,POLK,SHELTER,RISK,1470,No,Yes, , ,-81.78848373, 28.07025308,,,,
1546,Lakeland,POLK,SHELTER,RISK,302,No,Yes, , ,-81.90244899, 28.06181098,,,,
1547,Bartow,POLK,SHELTER,RISK,276,No,Yes, , ,-81.84244202, 27.88391100,,,,
1548,Haines City,POLK,SHELTER,RISK,180,No,Yes, , ,-81.62570498, 28.08457204,,,,
1549,Poinciana,POLK,SHELTER,RISK,518,No,Yes, , ,-81.46038700, 28.11332201,,,,
1550,Lakeland,POLK,SHELTER,RISK,355,No,Yes, , ,-81.92238099, 27.98268502,,,,
1551,Winter Haven,POLK,SHELTER,RISK,417,No,Yes, , ,-81.71729300, 28.04679698,,,,
1552,Lakeland,POLK,SHELTER,RISK,204,No,Yes, , ,-81.98749798, 28.12635302,,,,
1553,Auburndale,POLK,SHELTER,RISK,294,No,Yes, , ,-81.78466004, 28.07437701,,,,
1554,Winter Haven,POLK,SHELTER,RISK,324,No,Yes, , ,-81.67715602, 27.95657155,,,,
1555,Winter Haven,POLK,SHELTER,RISK,270,No,Yes, , ,-81.71729300, 28.04679698,,,,
1556,Lakeland,POLK,SHELTER,RISK,261,No,Yes, , ,-82.01048896, 27.96641801,,,,
1557,Poinciana,POLK,SHELTER,RISK,235,No,Yes, , ,-81.51146297, 28.06678200,,,,
1558,Bartow,POLK,SHELTER,RISK,257,No,Yes, , ,-81.85616697, 27.90975400,,,,
1559,Haines City,POLK,SHELTER,RISK,1524,No,Yes, , ,-81.60840504, 28.09841002,,,,
1560,Haines City,POLK,SHELTER,RISK,215,No,Yes, , ,-81.56105902, 28.04261500,,,,
1561,Lakeland,POLK,SHELTER,RISK,298,No,Yes, ,Yes,-81.94019698, 28.03963301,-81.94019698, 28.03963301,,
1562,Davenport,POLK,SHELTER,RISK,248,No,Yes, , ,-81.64692701, 28.24615401,,,,
1563,Lakeland,POLK,SHELTER,RISK,686,No,Yes, , ,-81.85990002, 28.07233999,,,,
1564,Haines City,POLK,SHELTER,RISK,333,No,Yes, , ,-81.61277897, 28.10179199,,,,
1565,Eagle Lake,POLK,SHELTER,RISK,659,No,Yes, , ,-81.74941497, 27.98022300,,,,
1566,Mulberry,POLK,SHELTER,RISK,317,No,Yes, , ,-81.97229397, 27.89714900,,,,
1567,Lakeland,POLK,SHELTER,RISK,283,No,Yes, , ,-81.95532497, 28.13439701,,,,
1568,Davenport,POLK,SHELTER,RISK,602,No,Yes, , ,-81.63157232, 28.15030699,,,,
1569,Haines City,POLK,SHELTER,RISK,249,No,Yes, , ,-81.56105902, 28.04261500,,,,
1570,Davenport,POLK,SHELTER,RISK,356,No,Yes, , ,-81.62941897, 28.16642899,,,,
1571,Lakeland,POLK,SHELTER,RISK,303,No,Yes, , ,-81.96060699, 28.06416600,,,,
1572,Poinciana,POLK,SHELTER,RISK,250,No,Yes, , ,-81.46038700, 28.11332201,,,,
1573,Winter Haven,POLK,SHELTER,RISK,329,No,Yes, , ,-81.67715602, 27.95657155,,,,
1574,Lakeland,POLK,SHELTER,RISK,739,No,Yes, , ,-81.85990002, 28.07233999,,,,
1575,Davenport,POLK,SHELTER,RISK,529,No,Yes, , ,-81.63157232, 28.15030699,,,,
1576,Poinciana,POLK,SHELTER,RISK,480,No,Yes, , ,-81.51146297, 28.06678200,,,,
1577,Auburndale,POLK,SHELTER,RISK,596,No,Yes, , ,-81.78848373, 28.07025308,,,,
1578,Davenport,POLK,SHELTER,RISK,261,No,Yes, , ,-81.64692701, 28.24615401,,,,
1579,Eagle Lake,POLK,SHELTER,RISK,244,No,Yes, , ,-81.74167101, 27.98322599,,,,
1580,Lakeland,POLK,SHELTER,RISK,348,No,Yes, , ,-81.96636603, 28.06137898,,,,
1581,Haines City,POLK,SHELTER,RISK,319,No,Yes, , ,-81.60840504, 28.09841002,,,,
1582,Davenport,POLK,SHELTER,RISK,198,No,Yes, , ,-81.62941897, 28.16642899,,,,
1583,Lakeland,POLK,SHELTER,RISK,391,No,Yes, , ,-81.98749798, 28.12635302,,,,
1584,Poinciana,POLK,SHELTER,RISK,460,No,Yes, , ,-81.48960070, 28.07554405,,,,
1585,Winter Haven,POLK,SHELTER,RISK,33,No,Yes, , ,-81.67715602, 27.95657155,,,,
1586,Lakeland,POLK,SHELTER,RISK,658,No,Yes, , ,-81.85990002, 28.07233999,,,,
1587,Davenport,POLK,SHELTER,RISK,549,No,Yes, , ,-81.63157232, 28.15030699,,,,
1588,Lakeland,POLK,SHELTER,RISK,309,No,Yes, , ,-81.85990002, 28.07233999,,,,
1589,Eagle Lake,POLK,SHELTER,RISK,567,No,Yes, ,Yes,-81.74941497, 27.98022300,-81.74941497, 27.98022300,,
1590,Lakeland,POLK,SHELTER,RISK,310,No,Yes, , ,-81.94514398, 27.95438298,,,,
1591,Poinciana,POLK,SHELTER,RISK,420,No,Yes, , ,-81.51146297, 28.06678200,,,,
1592,Lakeland,POLK,SHELTER,RISK,342,No,Yes, , ,-81.99570404, 28.09463200,,,,
1593,Lake Alfred,POLK,SHELTER,RISK,59,No,Yes, , ,-81.72651100, 28.10701299,,,,
1594,Lakeland,POLK,SHELTER,RISK,289,No,Yes, , ,-81.95896210, 28.01897720,,,,
1595,Winter Haven,POLK,SHELTER,RISK,365,No,Yes, , ,-81.67715602, 27.95657155,,,,
1596,Winter Haven,POLK,SHELTER,RISK,369,No,Yes, , ,-81.67715602, 27.95657155,,,,
1597,Lakeland,POLK,SHELTER,RISK,437,No,Yes, , ,-81.92238099, 27.98268502,,,,
1598,Lakeland,POLK,SHELTER,RISK,366,No,Yes, , ,-81.99570404, 28.09463200,,,,
1599,Davenport,POLK,SHELTER,RISK,355,No,Yes, , ,-81.62941897, 28.16642899,,,,
1600,Lakeland,POLK,SHELTER,RISK,304,No,Yes, , ,-81.99747496, 28.05784500,,,,
1601,Poinciana,POLK,SHELTER,RISK,569,No,Yes, , ,-81.51146297, 28.06678200,,,,
1602,Lakeland,POLK,SHELTER,RISK,174,No,Yes, , ,-81.97564304, 27.96805998,,,,
1603,Winter Haven,POLK,SHELTER,RISK,320,No,Yes, , ,-81.71796104, 28.01248801,,,,
1604,Lakeland,POLK,SHELTER,RISK,245,No,Yes, , ,-82.01048896, 27.96641801,,,,
1605,San Mateo,PUTNAM,SHELTER,RISK,175,No,Yes, , ,-81.58250001, 29.60918000,,,,
1606,Florahome,PUTNAM,SHELTER,RISK,334,No,Yes, , ,-81.84812001, 29.72535000,,,,
1607,Florahome,PUTNAM,SHELTER,RISK,194,No,Yes, , ,-81.84812001, 29.72535000,,,,
1608,Crescent City,PUTNAM,SHELTER,RISK,682,No,Yes, , ,-81.52370004, 29.43944998,,,,
1609,San Mateo,PUTNAM,SHELTER,RISK,389,No,Yes, , ,-81.58250001, 29.60918000,,,,
1610,San Mateo,PUTNAM,SHELTER,RISK,456,No,Yes, , ,-81.58250001, 29.60918000,,,,
1611,Melrose,PUTNAM,SHELTER,RISK,163,No,Yes, ,Yes,-82.03000999, 29.63038002,-82.03000999, 29.63038002,,
1612,Florahome,PUTNAM,SHELTER,RISK,183,No,Yes, , ,-81.84812001, 29.72535000,,,,
1613,San Mateo,PUTNAM,SHELTER,RISK,483,No,Yes, , ,-81.58250001, 29.60918000,,,,
1614,San Mateo,PUTNAM,SHELTER,RISK,250,No,Yes, , ,-81.58250001, 29.60918000,,,,
1615,San Mateo,PUTNAM,SHELTER,RISK,56,No,Yes, , ,-81.58250001, 29.60918000,,,,
1616,San Mateo,PUTNAM,SHELTER,RISK,431,No,Yes, , ,-81.58250001, 29.60918000,,,,
1617,St. Johns,ST. JOHNS,SHELTER,RISK,184,No,Yes, , ,-81.56262803, 30.08070300,,,,
1618,St. Johns,ST. JOHNS,SHELTER,RISK,752,No,Yes, , ,-81.55247503, 30.10527401,,,,
1619,St. Augustine,ST. JOHNS,SHELTER,RISK,662,No,Yes, , ,-81.37375601, 29.82879098,,,,
1620,St. Johns,ST. JOHNS,SHELTER,RISK,1377,No,Yes, , ,-81.64762899, 30.06282600,,,,
1621,St. Johns,ST. JOHNS,SHELTER,RISK,1377,No,Yes, , ,-81.57762904, 30.11056299,,,,
1622,St. Johns,ST. JOHNS,SHELTER,RISK,671,No,Yes, , ,-81.61212904, 30.07682398,,,,
1623,St. Johns,ST. JOHNS,SHELTER,RISK,502,No,Yes, , ,-81.64817829, 30.06181263,,,,
1624,St. Augustine,ST. JOHNS,SHELTER,RISK,416,No,Yes, , ,-81.37375601, 29.82879098,,,,
1625,St. Augustine,ST. JOHNS,SHELTER,RISK,333,No,Yes, , ,-81.37375601, 29.82879098,,,,
1626,St. Johns,ST. JOHNS,SHELTER,RISK,678,No,Yes, , ,-81.56262803, 30.08070300,,,,
1627,St. Johns,ST. JOHNS,SHELTER,RISK,187,No,Yes, , ,-81.64775237, 30.06186138,,,,
1628,St. Johns,ST. JOHNS,SHELTER,RISK,276,No,Yes, , ,-81.55247503, 30.10527401,,,,
1629,St. Johns,ST. JOHNS,SHELTER,RISK,276,No,Yes, , ,-81.64622000, 30.06461000,,,,
1630,St. Johns,ST. JOHNS,SHELTER,RISK,226,No,Yes, , ,-81.64622000, 30.06461000,,,,
1631,St. Johns,ST. JOHNS,SHELTER,RISK,226,No,Yes, , ,-81.55247503, 30.10527401,,,,
1632,St. Johns,ST. JOHNS,SHELTER,RISK,321,No,Yes, , ,-81.56262803, 30.08070300,,,,
1633,St. Johns,ST. JOHNS,SHELTER,RISK,441,No,Yes, , ,-81.61212904, 30.07682398,,,,
1634,St. Johns,ST. JOHNS,SHELTER,RISK,367,No,Yes, , ,-81.61212904, 30.07682398,,,,
1635,St. Augustine,ST. JOHNS,SHELTER,RISK,703,No,Yes, , ,-81.33242803, 29.75634401,,,,
1636,St. Augustine,ST. JOHNS,SHELTER,RISK,276,No,Yes, ,Yes,-81.56519398, 30.04330098,-81.56519398, 30.04330098,,
1637,St. Augustine,ST. JOHNS,SHELTER,RISK,253,No,Yes, , ,-81.37375601, 29.82879098,,,,
1638,St. Johns,ST. JOHNS,SHELTER,RISK,395,No,Yes, , ,-81.64622000, 30.06461000,,,,
1639,Elkton,ST. JOHNS,SHELTER,RISK,226,No,Yes, ,Yes,-81.46485799, 29.72672601,-81.46485799, 29.72672601,,
1640,St. Johns,ST. JOHNS,SHELTER,RISK,334,No,Yes, , ,-81.64622000, 30.06461000,,,,
1641,St. Augustine,ST. JOHNS,SHELTER,RISK,226,No,Yes, ,Yes,-81.56519398, 30.04330098,-81.56519398, 30.04330098,,
1642,St. Johns,ST. JOHNS,SHELTER,RISK,856,No,Yes, , ,-81.49118203, 29.96578401,,,,
1643,St. Johns,ST. JOHNS,SHELTER,RISK,195,No,Yes, , ,-81.61212904, 30.07682398,,,,
1644,St. Augustine,ST. JOHNS,SHELTER,RISK,460,No,Yes, , ,-81.50250497, 29.94514001,,,,
1645,St. Johns,ST. JOHNS,SHELTER,RISK,378,No,Yes, , ,-81.60308798, 30.11623599,,,,
1646,St. Johns,ST. JOHNS,SHELTER,RISK,462,No,Yes, , ,-81.64844698, 30.06179100,,,,
1647,St. Augustine,ST. JOHNS,SHELTER,RISK,621,No,Yes, , ,-81.50250497, 29.94514001,,,,
1648,St. Augustine,ST. JOHNS,SHELTER,RISK,471,B,Yes, , ,-81.31092803, 29.78905099,,,,
1649,St. Augustine,ST. JOHNS,SHELTER,RISK,362,No,Yes, , ,-81.34071496, 29.87181298,,,,
1650,St. Johns,ST. JOHNS,SHELTER,RISK,2500,No,Yes, , ,-81.56262803, 30.08070300,,,,
1651,St. Johns,ST. JOHNS,SHELTER,RISK,733,No,Yes, , ,-81.64766719, 30.06184408,,,,
1652,Port St Lucie,ST. LUCIE,SHELTER,RISK,1230,No,Yes, , ,-80.38448901, 27.27888301,,,,
1653,Port St Lucie,ST. LUCIE,SHELTER,RISK,1420,No,Yes, , ,-80.36367700, 27.29130998,,,,
1654,Port St Lucie,ST. LUCIE,SHELTER,RISK,2148,No,Yes, , ,-80.36434797, 27.24471301,,,,
1655,Fort Pierce,ST. LUCIE,SHELTER,RISK,512,No,Yes, , ,-80.38139399, 27.42464599,,,,
1656,Port St Lucie,ST. LUCIE,SHELTER,RISK,206,No,Yes, , ,-80.26922803, 27.27002401,,,,
1657,Fort Pierce,ST. LUCIE,SHELTER,RISK,1940,No,Yes, , ,-80.35082703, 27.39126401,,,,
1658,Port St Lucie,ST. LUCIE,SHELTER,RISK,126,No,Yes, , ,-80.37193803, 27.24555598,,,,
1659,Port St Lucie,ST. LUCIE,SHELTER,RISK,186,No,Yes, , ,-80.31804802, 27.34362354,,,,
1660,Ft Pierce,ST. LUCIE,SHELTER,RISK,2578,No,Yes, ,Yes,-80.37617198, 27.45874902,-80.37617198, 27.45874902,,
1661,Fort Pierce,ST. LUCIE,SHELTER,RISK,350,No,Yes, , ,-80.35603289, 27.45304461,,,,
1662,Ft Pierce,ST. LUCIE,SHELTER,RISK,1312,No,Yes, , ,-80.33513631, 27.43415743,,,,
1663,Fort Pierce,ST. LUCIE,SHELTER,RISK,102,No,Yes, , ,-80.31608002, 27.38259000,,,,
1664,Ft Pierce,ST. LUCIE,SHELTER,RISK,1401,No,Yes, , ,-80.37027297, 27.34785300,,,,
1665,Port St Lucie,ST. LUCIE,SHELTER,RISK,207,No,Yes, , ,-80.39564004, 27.29917602,,,,
1666,Port St Lucie,ST. LUCIE,SHELTER,RISK,531,No,Yes, , ,-80.38448901, 27.27888301,,,,
1667,Port St Lucie,ST. LUCIE,SHELTER,RISK,641,No,Yes, , ,-80.38448901, 27.27888301,,,,
1668,Port St Lucie,ST. LUCIE,SHELTER,RISK,517,No,Yes, , ,-80.37624499, 27.33697099,,,,
1669,Ft Pierce,ST. LUCIE,SHELTER,RISK,2019,No,Yes, , ,-80.35457802, 27.45746801,,,,
1670,Port St Lucie,ST. LUCIE,SHELTER,RISK,1373,No,Yes, , ,-80.28570803, 27.28968100,,,,
1671,Ft Pierce,ST. LUCIE,SHELTER,RISK,475,No,Yes, , ,-80.33513631, 27.43415743,,,,
1672,Port St Lucie,ST. LUCIE,SHELTER,RISK,1501,No,Yes, , ,-80.29517497, 27.27348201,,,,
1673,Port St Lucie,ST. LUCIE,SHELTER,RISK,1509,B,Yes, , ,-80.32531302, 27.29482099,,,,
1674,Ft Pierce,ST. LUCIE,SHELTER,RISK,123,No,Yes, , ,-80.33442569, 27.37241787,,,,
1675,Port St Lucie,ST. LUCIE,SHELTER,RISK,1285,No,Yes, , ,-80.38448901, 27.27888301,,,,
1676,Ft Pierce,ST. LUCIE,SHELTER,RISK,1489,No,Yes, , ,-80.40478360, 27.52113994,,,,
1677,Navarre,SANTA ROSA,SHELTER,RISK,377,No,Yes, , ,-86.91901603, 30.40555699,,,,
1678,Navarre,SANTA ROSA,SHELTER,RISK,385,No,Yes, , ,-86.91901603, 30.40555699,,,,
1679,Navarre,SANTA ROSA,SHELTER,RISK,425,No,Yes, , ,-86.91901603, 30.40555699,,,,
1680,Jay,SANTA ROSA,SHELTER,RISK,753,No,Yes, , ,-87.15713404, 30.94228043,,,,
1681,Milton,SANTA ROSA,SHELTER,RISK,1343,No,Yes, , ,-87.09763925, 30.57162328,,,,
1682,Navarre,SANTA ROSA,SHELTER,RISK,98,No,Yes, , ,-86.91901603, 30.40555699,,,,
1683,Milton,SANTA ROSA,SHELTER,RISK,1559,No,Yes, ,Yes,-87.09763925, 30.57162328,-87.09763925, 30.57162328,,
1684,Navarre,SANTA ROSA,SHELTER,RISK,343,No,Yes, , ,-86.91901603, 30.40555699,,,,
1685,Jay,SANTA ROSA,SHELTER,RISK,130,No,Yes, , ,-87.15713404, 30.94228043,,,,
1686,Milton,SANTA ROSA,SHELTER,RISK,4000,No,Yes, , ,-87.09551855, 30.57301487,,,,
1687,Milton,SANTA ROSA,SHELTER,RISK,383,No,Yes, , ,-87.04856304, 30.63950001,,,,
1688,Navarre,SANTA ROSA,SHELTER,RISK,497,No,Yes, , ,-86.91901603, 30.40555699,,,,
1689,Jay,SANTA ROSA,SHELTER,RISK,116,No,Yes, , ,-87.21988541, 30.77927430,,,,
1690,Pace,SANTA ROSA,SHELTER,RISK,1873,No,Yes, , ,-87.16544197, 30.63750701,,,,
1691,Sarasota,SARASOTA,SHELTER,RISK,447,No,Yes, , ,-82.42294900, 27.37850801,,,,
1692,Sarasota,SARASOTA,SHELTER,RISK,307,No,Yes, , ,-82.52377902, 27.36895800,,,,
1693,Sarasota,SARASOTA,SHELTER,RISK,732,D,Yes, , ,-82.50898597, 27.26103098,,,,
1694,Sarasota,SARASOTA,SHELTER,RISK,732,D,Yes, , ,-82.50898597, 27.26103098,,,,
1695,Venice,SARASOTA,SHELTER,RISK,337, ,Yes, , ,-82.36179598, 27.04537199,,,,
1696,Sarasota,SARASOTA,SHELTER,RISK,1108,D,Yes, , ,-82.54092999, 27.36482401,,,,
1697,Sarasota,SARASOTA,SHELTER,RISK,769, ,Yes, , ,-82.22298303, 27.07469000,,,,
1698,Sarasota,SARASOTA,SHELTER,RISK,769, ,Yes, , ,-82.22298303, 27.07469000,,,,
1699,Sarasota,SARASOTA,SHELTER,RISK,345, ,Yes, , ,-82.22298303, 27.07469000,,,,
1700,Venice,SARASOTA,SHELTER,RISK,416, ,Yes, , ,-82.36179598, 27.04537199,,,,
1701,Sarasota,SARASOTA,SHELTER,RISK,143, ,Yes, , ,-82.46148497, 27.33080702,,,,
1702,Venice,SARASOTA,SHELTER,RISK,190, ,Yes, , ,-82.36179598, 27.04537199,,,,
1703,Sarasota,SARASOTA,SHELTER,RISK,359,No,Yes, , ,-82.52377902, 27.36895800,,,,
1704,North Port,SARASOTA,SHELTER,RISK,746, ,Yes, , ,-82.22298303, 27.07469000,,,,
1705,Sarasota,SARASOTA,SHELTER,RISK,1278,No,Yes, , ,-82.51224603, 27.34423399,,,,
1706,Sarasota,SARASOTA,SHELTER,RISK,1028,No,Yes, , ,-82.50111796, 27.29020801,,,,
1707,Sarasota,SARASOTA,SHELTER,RISK,244,D,Yes, , ,-82.54092999, 27.36482401,,,,
1708,Sarasota,SARASOTA,SHELTER,RISK,881,No,Yes, , ,-82.49884403, 27.28818898,,,,
1709,Venice,SARASOTA,SHELTER,RISK,336, ,Yes, , ,-82.36179598, 27.04537199,,,,
1710,Sarasota,SARASOTA,SHELTER,RISK,731,D,Yes, , ,-82.50898597, 27.26103098,,,,
1711,Sarasota,SARASOTA,SHELTER,RISK,731,D,Yes, , ,-82.50898597, 27.26103098,,,,
1712,Sarasota,SARASOTA,SHELTER,RISK,370,D,Yes, , ,-82.54092999, 27.36482401,,,,
1713,Sarasota,SARASOTA,SHELTER,RISK,1062,No,Yes, , ,-82.52377902, 27.36895800,,,,
1714,North Port,SARASOTA,SHELTER,RISK,769, ,Yes, , ,-82.22298303, 27.07469000,,,,
1715,Altamonte Springs,SEMINOLE,SHELTER,RISK,394,No,Yes, , ,-81.42230701, 28.68084898,,,,
1716,Sanford,SEMINOLE,SHELTER,RISK,1019,No,Yes, , ,-81.33095600, 28.79477602,,,,
1717,Longwood,SEMINOLE,SHELTER,RISK,729,No,Yes, ,Yes,-81.34410503, 28.68723800,-81.34410503, 28.68723800,,
1718,Oviedo,SEMINOLE,SHELTER,RISK,352,No,Yes, , ,-81.15573499, 28.65353999,,,,
1719,Oviedo,SEMINOLE,SHELTER,RISK,982,No,Yes, , ,-81.17794000, 28.62474899,,,,
1720,Lake Mary,SEMINOLE,SHELTER,RISK,206,No,Yes, , ,-81.38344398, 28.78504798,,,,
1721,Sanford,SEMINOLE,SHELTER,RISK,701,No,Yes, , ,-81.28404237, 28.77575940,,,,
